key,table,entry_id,field,index,english,korean
Table_Allies|worshipper|taunt|,Table_Allies,worshipper,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|ratman_phalangite|name|,Table_Allies,ratman_phalangite,name,,Rat-man Phalangite,쥐인간 밀집창병
Table_Allies|ratman_phalangite|name_color|,Table_Allies,ratman_phalangite,name_color,,[color=#c0c040]Rat-man Phalangite[/color],[color=#c0c040]쥐인간 창병[/color]
Table_Allies|ratman_phalangite|description|,Table_Allies,ratman_phalangite,description,,A disciplined guardian of the rat-man colonies,쥐인간 집락의 규율 잡힌 수호자
Table_Allies|ratman_phalangite|taunt|,Table_Allies,ratman_phalangite,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|ratman_flourisher|name|,Table_Allies,ratman_flourisher,name,,Rat-man Flourisher,쥐인간 무사
Table_Allies|ratman_flourisher|name_color|,Table_Allies,ratman_flourisher,name_color,,[color=#c0c040]Rat-man Flourisher[/color],[color=#c0c040]쥐인간 무사[/color]
Table_Allies|ratman_flourisher|description|,Table_Allies,ratman_flourisher,description,,A zealous patriot of the rat-man colonies,쥐인간 집락의 열렬한 애국자
Table_Allies|ratman_flourisher|taunt|,Table_Allies,ratman_flourisher,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|ratman_peltast|name|,Table_Allies,ratman_peltast,name,,Rat-man Peltast,쥐인간 투석병
Table_Allies|ratman_peltast|name_color|,Table_Allies,ratman_peltast,name_color,,[color=#c0c040]Rat-man Peltast[/color],[color=#c0c040]쥐인간 투석병[/color]
Table_Allies|ratman_peltast|description|,Table_Allies,ratman_peltast,description,,A humanoid rodent that lives in swarming colonies,군집으로 사는 인간형 설치류
Table_Allies|ratman_peltast|taunt|,Table_Allies,ratman_peltast,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|okko|name|,Table_Allies,okko,name,,Okko,오코
Table_Allies|okko|name_color|,Table_Allies,okko,name_color,,[color=#0060ff]Okko[/color],[color=#0060ff]오코[/color]
Table_Allies|okko|description|,Table_Allies,okko,description,,A human-shaped sliver of lightning,인간 형태의 번개 조각
Table_Allies|okko|taunt|,Table_Allies,okko,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|BallLightning|name|,Table_Allies,BallLightning,name,,Ball Lightning,구형 번개
Table_Allies|BallLightning|name_color|,Table_Allies,BallLightning,name_color,,[color=#0060ff]Ball Lightning[/color],[color=#0060ff]구형 번개[/color]
Table_Allies|BallLightning|description|,Table_Allies,BallLightning,description,,A fragile burst of elemental intention,연약한 원소 의지의 폭발
Table_Allies|BallLightning|taunt|,Table_Allies,BallLightning,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|GlintingBlade|name|,Table_Allies,GlintingBlade,name,,Glinting Blade,반짝이는 검
Table_Allies|GlintingBlade|name_color|,Table_Allies,GlintingBlade,name_color,,[color=#ffaf30]Glinting Blade[/color],[color=#ffaf30]반짝이는 검[/color]
Table_Allies|GlintingBlade|description|,Table_Allies,GlintingBlade,description,,A flying sword conjured from the mind-warren,정신의 굴에서 소환된 날아다니는 검
Table_Allies|GlintingBlade|taunt|,Table_Allies,GlintingBlade,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|BurningBlade|name|,Table_Allies,BurningBlade,name,,Burning Blade,불타는 검
Table_Allies|BurningBlade|name_color|,Table_Allies,BurningBlade,name_color,,[color=#ff7000]Burning Blade[/color],[color=#ff7000]불타는 검[/color]
Table_Allies|BurningBlade|description|,Table_Allies,BurningBlade,description,,A flying sword conjured from elemental flame,원소 화염에서 소환된 날아다니는 검
Table_Allies|BurningBlade|taunt|,Table_Allies,BurningBlade,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|kotka|name|,Table_Allies,kotka,name,,Kotka,코트카
Table_Allies|kotka|name_color|,Table_Allies,kotka,name_color,,[color=#0060ff]Kotka[/color],[color=#0060ff]코트카[/color]
Table_Allies|kotka|description|,Table_Allies,kotka,description,,A storm-bird summoned by thunder magic,천둥 마법으로 소환된 폭풍 새
Table_Allies|kotka|taunt|,Table_Allies,kotka,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|fulminantpriest|tags|0,Table_Allies,fulminantpriest,tags,0,[color=#8050f0]Priest[/color],[color=#8050f0]사제[/color]
Table_Allies|fulminantpriest|name|,Table_Allies,fulminantpriest,name,,Fulminant Priest,번개 사제
Table_Allies|fulminantpriest|name_color|,Table_Allies,fulminantpriest,name_color,,[color=#0060ff]Fulminant Priest[/color],[color=#0060ff]번개 사제[/color]
Table_Allies|fulminantpriest|description|,Table_Allies,fulminantpriest,description,,A loyal acolyte of storm-born power. Summoned from a mountain shrine,폭풍 힘에 충성하는 수련자. 산 성지에서 소환되었다
Table_Allies|fulminantpriest|taunt|,Table_Allies,fulminantpriest,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|musmahu|tags|0,Table_Allies,musmahu,tags,0,[color=#10df90]Reptile[/color],[color=#10df90]파충류[/color]
Table_Allies|musmahu|tags|1,Table_Allies,musmahu,tags,1,[color=#00a000]Plant[/color],[color=#00a000]식물[/color]
Table_Allies|musmahu|name|,Table_Allies,musmahu,name,,Musmahu,무스마후
Table_Allies|musmahu|name_color|,Table_Allies,musmahu,name_color,,[color=#20af70]Musmahu[/color],[color=#20af70]무스마후[/color]
Table_Allies|musmahu|description|,Table_Allies,musmahu,description,,An exalted plant-serpent of Ninhurs,닌후르스의 숭고한 식물 뱀
Table_Allies|musmahu|taunt|,Table_Allies,musmahu,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|janin|name|,Table_Allies,janin,name,,Janin,자닌
Table_Allies|janin|name_color|,Table_Allies,janin,name_color,,[color=#a070ff]Janin[/color],[color=#a070ff]자닌[/color]
Table_Allies|janin|description|,Table_Allies,janin,description,,A billowing spirit composed of astral flame,성계 화염으로 이루어진 물결치는 영혼
Table_Allies|janin|taunt|,Table_Allies,janin,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|fireworm|name|,Table_Allies,fireworm,name,,Afrit,아프리트
Table_Allies|fireworm|name_color|,Table_Allies,fireworm,name_color,,[color=#ff7000]Afrit[/color],[color=#ff7000]아프리트[/color]
Table_Allies|fireworm|description|,Table_Allies,fireworm,description,,An elemental of pure cosmic flame,순수한 우주 화염의 원소
Table_Allies|fireworm|taunt|,Table_Allies,fireworm,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|ooze|name|,Table_Allies,ooze,name,,Ooze,끈적이
Table_Allies|ooze|name_color|,Table_Allies,ooze,name_color,,[color=#70ff00]Ooze[/color],[color=#70ff00]끈적이[/color]
Table_Allies|ooze|description|,Table_Allies,ooze,description,,A roiling mass of elemental poison,원소 독의 소용돌이치는 덩어리
Table_Allies|ooze|taunt|,Table_Allies,ooze,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|phantasm|name|,Table_Allies,phantasm,name,,Phantasm,환영
Table_Allies|phantasm|name_color|,Table_Allies,phantasm,name_color,,[color=#60b0ff]Phantasm[/color],[color=#60b0ff]환영[/color]
Table_Allies|phantasm|description|,Table_Allies,phantasm,description,,An ethereal servant of Mehtar's freezing dreamscape,메흐타르의 얼어붙은 꿈의 세계의 유령 하인
Table_Allies|phantasm|taunt|,Table_Allies,phantasm,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|Wisp|name|,Table_Allies,Wisp,name,,Wisp,도깨비불
Table_Allies|Wisp|name_color|,Table_Allies,Wisp,name_color,,[color=#9060ff]Wisp[/color],[color=#9060ff]도깨비불[/color]
Table_Allies|Wisp|description|,Table_Allies,Wisp,description,,An ethereal orb hatched from a pink star,분홍 별에서 부화한 에테르 구슬
Table_Allies|Wisp|taunt|,Table_Allies,Wisp,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|psychomorph|name|,Table_Allies,psychomorph,name,,Psychomorph,사이코모프
Table_Allies|psychomorph|name_color|,Table_Allies,psychomorph,name_color,,[color=#ffaf30]Psychomorph[/color],[color=#ffaf30]사이코모프[/color]
Table_Allies|psychomorph|description|,Table_Allies,psychomorph,description,,An ethereal projection of your weapon,당신 무기의 에테르 투영
Table_Allies|psychomorph|taunt|,Table_Allies,psychomorph,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|bloodacolyte|tags|0,Table_Allies,bloodacolyte,tags,0,[color=#8050f0]Priest[/color],[color=#8050f0]사제[/color]
Table_Allies|bloodacolyte|name|,Table_Allies,bloodacolyte,name,,Gore Priest,유혈 사제
Table_Allies|bloodacolyte|name_color|,Table_Allies,bloodacolyte,name_color,,[color=#ff1010]Gore Priest[/color],[color=#ff1010]유혈 사제[/color]
Table_Allies|bloodacolyte|description|,Table_Allies,bloodacolyte,description,,A loyal acolyte of sacrifical blood. Summoned from a hidden temple of bone,희생의 피에 충성하는 수련자. 숨겨진 뼈 신전에서 소환되었다
Table_Allies|bloodacolyte|taunt|,Table_Allies,bloodacolyte,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|Hemogoblin|name|,Table_Allies,Hemogoblin,name,,Hemogoblin,혈고블린
Table_Allies|Hemogoblin|name_color|,Table_Allies,Hemogoblin,name_color,,[color=#ff1010]Hemogoblin[/color],[color=#ff1010]혈고블린[/color]
Table_Allies|Hemogoblin|description|,Table_Allies,Hemogoblin,description,,A vigorous waddling creature of blood,활기찬 뒤뚱거리는 피의 생물
Table_Allies|Hemogoblin|taunt|,Table_Allies,Hemogoblin,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|Tsuchigumo|name|,Table_Allies,Tsuchigumo,name,,Tsuchigumo,쓰치구모
Table_Allies|Tsuchigumo|name_color|,Table_Allies,Tsuchigumo,name_color,,[color=#70ff00]Tsuchigumo[/color],[color=#70ff00]쓰치구모[/color]
Table_Allies|Tsuchigumo|description|,Table_Allies,Tsuchigumo,description,,A cunning spider summoned from a nest beneath the dawn marshes,새벽 습지 아래 둥지에서 소환된 교활한 거미
Table_Allies|Tsuchigumo|taunt|,Table_Allies,Tsuchigumo,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|Tsuchigumo2|name|,Table_Allies,Tsuchigumo2,name,,Garnet Spider,석류석 거미
Table_Allies|Tsuchigumo2|name_color|,Table_Allies,Tsuchigumo2,name_color,,[color=#9050cf]Garnet Spider[/color],[color=#9050cf]석류석 거미[/color]
Table_Allies|Tsuchigumo2|description|,Table_Allies,Tsuchigumo2,description,,A glimmering beast born in a chasm past the edge of Achra,아크라의 끝 너머 심연에서 태어난 반짝이는 야수
Table_Allies|Tsuchigumo2|taunt|,Table_Allies,Tsuchigumo2,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|RedDragon2|tags|1,Table_Allies,RedDragon2,tags,1,[color=#10df90]Reptile[/color],[color=#10df90]파충류[/color]
Table_Allies|RedDragon2|name|,Table_Allies,RedDragon2,name,,Brass Dragon,황동 용
Table_Allies|RedDragon2|name_color|,Table_Allies,RedDragon2,name_color,,[color=#af7020]Brass Dragon[/color],[color=#af7020]황동 용[/color]
Table_Allies|RedDragon2|description|,Table_Allies,RedDragon2,description,,A rare beast of living brass born in the mountains of Achra,아크라 산악에서 태어난 살아있는 황동의 희귀 야수
Table_Allies|RedDragon2|taunt|,Table_Allies,RedDragon2,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|Grika2|name|,Table_Allies,Grika2,name,,Quartz Tortoise,수정 거북
Table_Allies|Grika2|name_color|,Table_Allies,Grika2,name_color,,[color=#50ff80]Quartz Tortoise[/color],[color=#50ff80]수정 거북[/color]
Table_Allies|Grika2|description|,Table_Allies,Grika2,description,,A dread beast born in the crystal tunnels beneath the frozen waste of Achra,아크라 얼어붙은 황야 아래 수정 터널에서 태어난 두려운 야수
Table_Allies|Grika2|taunt|,Table_Allies,Grika2,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|Astrophyte|name|,Table_Allies,Astrophyte,name,,Astrophyte,아스트로파이트
Table_Allies|Astrophyte|name_color|,Table_Allies,Astrophyte,name_color,,[color=#8030af]Astrophyte[/color],[color=#8030af]아스트로파이트[/color]
Table_Allies|Astrophyte|description|,Table_Allies,Astrophyte,description,,A blurred warrior conjured from starlight,별빛에서 소환된 흐릿한 전사
Table_Allies|Astrophyte|taunt|,Table_Allies,Astrophyte,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|Blinksnake|tags|1,Table_Allies,Blinksnake,tags,1,[color=#10df90]Reptile[/color],[color=#10df90]파충류[/color]
Table_Allies|Blinksnake|name|,Table_Allies,Blinksnake,name,,Blinksnake,순간이동 뱀
Table_Allies|Blinksnake|name_color|,Table_Allies,Blinksnake,name_color,,[color=#8030af]Blinksnake[/color],[color=#8030af]순간이동 뱀[/color]
Table_Allies|Blinksnake|description|,Table_Allies,Blinksnake,description,,A blurred reptile conjured from starlight,별빛에서 소환된 흐릿한 파충류
Table_Allies|Blinksnake|taunt|,Table_Allies,Blinksnake,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|RedDragon|tags|1,Table_Allies,RedDragon,tags,1,[color=#10df90]Reptile[/color],[color=#10df90]파충류[/color]
Table_Allies|RedDragon|name|,Table_Allies,RedDragon,name,,Red Dragon,붉은 용
Table_Allies|RedDragon|name_color|,Table_Allies,RedDragon,name_color,,[color=#cf3000]Red Dragon[/color],[color=#cf3000]붉은 용[/color]
Table_Allies|RedDragon|description|,Table_Allies,RedDragon,description,,A magnificent beast of elemental flame,원소 화염의 웅장한 야수
Table_Allies|RedDragon|taunt|,Table_Allies,RedDragon,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Allies|Bukavac|name|,Table_Allies,Bukavac,name,,Bukavac,부카박
Table_Allies|Bukavac|name_color|,Table_Allies,Bukavac,name_color,,[color=#00ff70]Bukavac[/color],[color=#00ff70]부카박[/color]
Table_Allies|Bukavac|description|,Table_Allies,Bukavac,description,,A paralyzing beast from the ancient earth. Now a companion-demon of an Uspori,고대 대지의 마비시키는 야수. 이제 우스포리의 동반 악마
Table_Allies|Bukavac|taunt|,Table_Allies,Bukavac,taunt,,"""How could you do this?""...","""어떻게 이럴 수가?""..."
Table_Armor|bracelets|name|,Table_Armor,bracelets,name,,[color=#20a060]Bracelets[/color],[color=#20a060]팔찌[/color]
Table_Armor|bracelets|rumor|,Table_Armor,bracelets,rumor,,An unremarkable piece of armor.,평범한 방어구다.
Table_Armor|cloth_hand|name|,Table_Armor,cloth_hand,name,,[color=#a09060]Cloth Gloves[/color],[color=#a09060]천 장갑[/color]
Table_Armor|cloth_hand|rumor|,Table_Armor,cloth_hand,rumor,,An unremarkable piece of armor.,평범한 방어구다.
Table_Armor|leather_hand|name|,Table_Armor,leather_hand,name,,[color=#e0a060]Bronze Armguards[/color],[color=#e0a060]청동 팔목갑[/color]
Table_Armor|leather_hand|rumor|,Table_Armor,leather_hand,rumor,,An unremarkable piece of armor.,평범한 방어구다.
Table_Armor|stellamanica|name|,Table_Armor,stellamanica,name,,[color=#8030af]Stella Manica[/color],[color=#8030af]스텔라 마니카[/color]
Table_Armor|BrassBracers|name|,Table_Armor,BrassBracers,name,,[color=#f09060]Brass Bracers[/color],[color=#f09060]황동 완갑[/color]
Table_Armor|BrassBracers|rumor|,Table_Armor,BrassBracers,rumor,,An unremarkable piece of armor.,평범한 방어구다.
Table_Armor|iron_hand|name|,Table_Armor,iron_hand,name,,Iron Gauntlets,철 건틀릿
Table_Armor|iron_hand|rumor|,Table_Armor,iron_hand,rumor,,An unremarkable piece of armor.,평범한 방어구다.
Table_Armor|robe|name|,Table_Armor,robe,name,,[color=#50ffff]Robe[/color],[color=#50ffff]로브[/color]
Table_Armor|robe|rumor|,Table_Armor,robe,rumor,,An unremarkable piece of armor.,평범한 방어구다.
Table_Armor|robe2|name|,Table_Armor,robe2,name,,[color=#ff5030]Robe[/color],[color=#ff5030]로브[/color]
Table_Armor|robe2|rumor|,Table_Armor,robe2,rumor,,An unremarkable piece of armor.,평범한 방어구다.
Table_Armor|robe3|name|,Table_Armor,robe3,name,,[color=#a090ff]Robe[/color],[color=#a090ff]로브[/color]
Table_Armor|robe3|rumor|,Table_Armor,robe3,rumor,,An unremarkable piece of armor.,평범한 방어구다.
Table_Armor|vestment|name|,Table_Armor,vestment,name,,[color=#40608f]Vestment[/color],[color=#40608f]제복[/color]
Table_Armor|vestment|rumor|,Table_Armor,vestment,rumor,,An unremarkable piece of armor.,평범한 방어구다.
Table_Armor|Vest|name|,Table_Armor,Vest,name,,[color=#904070]Vest[/color],[color=#904070]조끼[/color]
Table_Armor|Vest|rumor|,Table_Armor,Vest,rumor,,An unremarkable piece of armor.,평범한 방어구다.
