english,korean,occurrence_count,examples
A red sash worn by a prelate of the lesser-goddess Sita who once wandered the burning lands,,1,Table_Armor:sitakamaraband:rumor
A red-hued reptilian from the clay polis of the underground sea,,1,Table_Enemies:shesha:description
A red-sigiled robe. Fashioned by an Irga arch-priest during the festivals of blood,,1,Table_Armor:robe_red:rumor
A renowned duelist-champion. Cuts enemies through a whirling dance,,1,Table_Classes:Mubarizun:brief
A reptilian apostle of a Gil-Elga,,1,Table_Enemies:giliot:description
A reptilian hunter-prince from the dawn marshes. Descendent of the ur-keliot who overthrew the serpent-king,,1,Table_Enemies:keliot:description
A reptilian mystic from the astral swamps of the wall-shadow. Accompanies a warrior in journeys to Achra,,1,Table_Enemies:sebek_priest:description
A reptilian prince of the underground swamps. Worships a nameless god of blood,,1,Table_Enemies:gil_elga:description
A reptilian warrior from the astral swamps of the wall-shadow. Always accompanies a Sebek Priest that it was pledged to in the glimmering muck,,1,Table_Enemies:sebek_warrior:description
A revered star-dancer of the deep forests. Vizier of the Slagh horde,,1,Table_Enemies:slagh_astromancer:description
A ribbon once brandished by a legendary Amir of the Eastern desert; it is said her Nomads could outrun the wind,,1,Table_Weapons:WindRibbon:rumor
A rigid lancer adorned in bone-armor of the ancient earth,,1,Table_Classes:Myrmidon:brief
A rippling sash worn by a famous Mubarizun of the salt waste,,1,Table_Armor:MurunaSash:rumor
A roiling mass of elemental poison,,1,Table_Allies:ooze:description
A sacred gold-laden warrior summoned from Dumuzi's buried entourage,,1,Table_Allies:gilded_dead:description
A sacred officiate of the exiled Granga. Animated by a mask of curses and wisdom. Wields a tassle-hung chakram,,1,Table_Enemies:GrangaRadiant:description
A sacred whip carried by a horde-chief of the eastern desert,,1,Table_Weapons:kwhip:rumor
A sadistic raider of the deep forest. A member of the Slagh horde,,1,Table_Enemies:slagh_skirmisher:description
A sash dedicated to an imprisoned cave-god of death,,1,Table_Armor:DreadSash:rumor
A sash from a blighted Arjana temple; conquered by priests from the gate of death,,1,Table_Armor:Numb_Sarabara:rumor
A sash woven from vile plants of the northern filth-valleys,,1,Table_Armor:bramblesash:rumor
A scythe fashioned from the ever-living wood of a sacred forest,,1,Table_Weapons:scythevine:rumor
A secretive fey of the forbidden trods,,1,Table_Enemies:fey_scout:description
A segment broken from the korpus of the divine Worm that slumbers beneath the desert of the gods. A dull mind-destroying beast,,1,Table_Enemies:taggla:description
A self-abnegating cultist obsessed with the ritual of divine rebirth,,1,Table_Classes:Apostle:brief
A serpent of living fire,,1,Table_Enemies:fire_snake:description
A serpent-beckoning monk of the dawn marshes,,1,Table_Classes:Druid:brief
A shield carried by a bare-chested champion of the deep forest,,1,Table_Weapons:skiagh:rumor
A shield crafted from the skull of a fallen night-serpent,,1,Table_Weapons:boneshield:rumor
A shield of wavering light. Bears distorted scripture of the yellow church,,1,Table_Weapons:ShieldMirage:rumor
A shifting green veil worn by the 'wandering king' of lost Shuppurak when he vanished from Achra,,1,Table_Armor:HelmJade:rumor
A shifting pale-green shield forged in lost Shuppurak,,1,Table_Weapons:jadeshield:rumor
A shimmering blue necklace of frost. Worn by an Arjana priest of the frozen waste,,1,Table_Armor:icenecklace:rumor
A shimmering turquoise lance. Once held by the craft-queen of the blue tower that now drifts shattered in the outer stars,,1,Table_Weapons:LapisGlaive:rumor
A shining mask treasured by the lost sun cult whose vanished believers are said to have pursued the 'first light' beyond the astral wall,,1,Table_Armor:SunHelm:rumor
A shining red shield. Once wielded by firebird-riders in their war against the 'star-eaters',,1,Table_Weapons:FireShield:rumor
A shrine of solid bronze that harbors an astral flame. A conduit of the ancient destroyer-god Agni,,1,Table_Enemies:AgnitarIdol:description
A sightless mass of writhing matter shaped into a body by willpower alone. Risen from a forgotten chasm above the infernal plane,,1,Table_Races:Koszmar:brief
A skirt crafted from the enormous feathers of a Ruk; said to capture its crushing wind,,1,Table_Armor:RukfeatherSkirt:rumor
A skirt crafted from the shattered bones of a slain night-serpent,,1,Table_Armor:boneskirt:rumor
A skull-adorned stick divinely attuned to the berserkergang. Sacred to priests of the deep forest,,1,Table_Weapons:BerserkerStaff:rumor
A slithering beast of the vast underground lava flats,,1,Table_Enemies:firedrake:description
A snake-calling chakram. Wielded by the last serpent-king of the dawn marshes against the Keliot usurpers,,1,Table_Weapons:EmeraldChakram:rumor
A soldier conjured from the glint of jade,,1,Table_Allies:JadeSoldier:description
A solitary apostate of Eresh. Reanimates skin in a wretched imitation of the Morlocks. Exiled from the gate of death,,1,Table_Enemies:skin_priest:description
A sparkling demon born from the chaos that buffets the astral wall; the 'wind between the stars',,1,Table_Enemies:demonviolet:description
A spear decorated with sigils of poison. Once carried by a venite champion of the northern filth-valleys,,1,Table_Weapons:spearpoison:rumor
A spear enchanted by a hierarch of the storm temples,,1,Table_Weapons:lancestorm:rumor
A spear enchanted with ice. Forged by an Arjana priest of the frozen waste,,1,Table_Weapons:arjaspear:rumor
A spear forged from living gold. Stolen from the Hobgoblin hoard by a champion of the deep forest,,1,Table_Weapons:GoldenSword:rumor
A spear wielded by a void-wandering knight,,1,Table_Weapons:transalspear:rumor
A spirit of blood spawned from an enchanted gore-font,,1,Table_Enemies:gore_nymph:description
A spirit-beast made from ice and spells by a prodigious Arjana mage of the frozen waste,,1,Table_Enemies:wechuge:description
A spiritual purist. Gains power through stillness,,1,Table_Classes:Ascetic:brief
A splendid beast empowered by the sacred blood of Mardok,,1,Table_Allies:mardok:description
A staff of continuously sprouting leaves. Sought by vine-monks as a source of immortality,,1,Table_Weapons:StaffLife:rumor
A staff once used in the blood festivals of the tunnel-lands,,1,Table_Weapons:staffcrimson:rumor
A star-beast born from the blood-void. A spiralling gore-dancer sometimes called a 'night-serpent' in the lands below,,1,Table_Enemies:Malad:description
A star-dancer from the astral wall,,1,Table_Races:Qamar:brief
A stealthy warlord of the forbidden trod. Despises all mortals,,1,Table_Enemies:fey_partisan:description
A stooped follower of the great 'stinging tree',,1,Table_Enemies:moroidzealot:description
A storm-bird summoned by thunder magic,,1,Table_Allies:kotka:description
A strange bronze-masked warrior from the icy crevasse-lands,,1,Table_Enemies:grangadancer:description
A strange chorus echos from within the otherworldly vines. A shifting deep-green shadow....,,1,Table_Enemies:FeyBanrion:rumor
A strange creature that waddles beneath a poisonous shell. Driven from the northern filth-valleys,,1,Table_Enemies:sporebeast:description
A strange polis rises above the violet mist,,1,Table_Enemies:AlgaSebek:rumor
A summoned appendage of Oros,,1,Table_Allies:tentacle:description
A survivor from a clan of poison-spitting reptilians. Ruled the dawn marshes in an ancient era before the rise of the serpent-kings. Now dwells beneath the earth,,1,Table_Races:Saurian:brief
A swarming insect with a flaming sting. Created by a forbidden ritual in the desert of the gods,,1,Table_Enemies:firewasp:description
A swift marauder riding an enormous war-dog. A champion of the Slagh horde,,1,Table_Enemies:slagh_rider:description
A swift undead creature sprung from a Worm-born,,1,Table_Allies:Crawler:description
A sword-wielding follower of the Yellow Priests. Once lived as a Heliot of the salt waste,,1,Table_Enemies:MaskedZealot:description
A swordfigher devoted to a zealot,,1,Table_Allies:fanatic:description
A tall figure sways in the dim perfumed light...,,1,Table_Enemies:WakingFlower:rumor
A tall shield engraved with protective sigils. Used by a war-king of lost Shuppurak,,1,Table_Weapons:scutum:rumor
A thick and brutish chestplate. Worn by the legendary bull-giant of the coastal plains,,1,Table_Armor:tauruschest:rumor
A thin vine-green banner ripples in the wind,,1,Table_Enemies:fey_partisan:rumor
A time-devouring beast and fungal master. Spawned by a demon of the astral mind-warren after escaping the 'gate of horn',,1,Table_Enemies:agarithum:description
A titanic worm that carves tunnels beneath the world,,1,Table_Enemies:caveworm:description
A towering figure of shimmering volatile substance. The god at the end of the world...unless...,,1,Table_Enemies:horrorgolem:description
A trabea abandoned by a serpent-sage of the dawn marshes,,1,Table_Armor:robe_swamp:rumor
A trabea worn by a prodigious yellow priest who was exiled to the stars,,1,Table_Armor:robe_astral:rumor
A traveler from the desert of the gods. Smites enemies through prayer,,1,Table_Races:Alhaja:brief
A trembling staff of violent energy. Once held as proof of authority by demon-kings,,1,Table_Weapons:StaffChaos:rumor
A tunnel-dweller of incredible strength. Worships a nameless burrowing beast,,1,Table_Enemies:Brungle:description
A twisting mercurial shape called down from the void to feast on the lands of Achra. The will-form of an ascended power...,,1,Table_Enemies:voggite:description
A twitching horror spawned for war by a Tethic mage,,1,Table_Enemies:gibbousmouth:description
A valiant fighter with a magic retort. Despises the act of prayer during combat,,1,Table_Classes:Aslan:brief
A vigorous waddling creature of blood,,1,Table_Allies:Hemogoblin:description
A vine-formed fighter summoned from the deep forest,,1,Table_Allies:gorse:description
A violent inhabitant of the deep forest. Can naturally awaken the feared Berserkergang,,1,Table_Races:Lochra:brief
A violent warrior fallen from the star-path,,1,Table_Enemies:starbrute:description
A violet cap once worn by an ascetic of lost Shuppurak,,1,Table_Armor:capastra:rumor
A violet shield wielded by an arch-magus who once defended the astral wall,,1,Table_Weapons:ShieldMed:rumor
A violet staff of pain adorned with an infolded sigil. Once carried by the 'wandering king' of lost Shuppurak,,1,Table_Weapons:StaffStasis:rumor
A void-banished hound of unending bloodlust,,1,Table_Enemies:gora:description
A void-forged disc that once decorated the chest of a mighty Kashra of the star-path,,1,Table_Armor:CosmicDiscplate:rumor
A waddling creature that draws life from ambient heat. Driven from the burning lands by cultists of Agni,,1,Table_Enemies:cinderbeast:description
A waddling undead servant of Eresh,,1,Table_Allies:slouchingdead:description
A wanderer from the northern filth-valleys. Feeds on affliction,,1,Table_Races:Brud:brief
A wanderer of the eastern desert. Guarded by a loyal wooly beast,,1,Table_Races:Stran:brief
A wanderer of the path,,1,Table_Allies:pilgrim:description
A wandering executioner-monk,,1,Table_Enemies:heretic:description
A wandering plant-folk born from a sacred grove that was destroyed long ago. Relentlessly produces friendly Vinespawns,,1,Table_Races:Arba:brief
A wandering soldier trained in ranged tactics during the skirmish-wars of the coastal plains,,1,Table_Classes:Peltast:brief
A wild descendant of the violent beasts of Mardok,,1,Table_Enemies:taurid:description
A winged beast that roams the wilderness feeding on corpses,,1,Table_Enemies:golganth:description
A wingless beast that spits lightning,,1,Table_Allies:BlueWyrm:description
A withering blade abandoned by a death-king after performing a sacred ritual of emancipation,,1,Table_Weapons:DoomBlade:rumor
A wizard-priest that took on the half-shape of a dragon. Wields an accursed golden staff,,1,Table_Enemies:drakon:description
A writhing clay-colored serpent from the underground sea,,1,Table_Enemies:boga:description
A writhing serpent that once flew as a Malaga of the blood-void. Transformed by the muck of the astral swamps. Attacks with sickening fangs,,1,Table_Enemies:Khana:description
A writhing sheet of flesh offered by a pious Morlock,,1,Table_Allies:SacredSkin:description
A yellow amulet of corrosion. A symbol of power among Heliots of the salt waste,,1,Table_Armor:Acid_Necklace:rumor
A yellow sash worn by mindhunters of the salt waste,,1,Table_Armor:mindhuntersash:rumor
A yelping beast of imposing stature,,1,Table_Enemies:hound_alpha:description
A zealous patriot of the rat-man colonies,,1,Table_Allies:ratman_flourisher:description
ARM,,1,Table_InfoButtons:armor:name
ATK,,2,Table_InfoButtons:attack:name | Table_InfoButtons:attack2:name
Acid Beast,,1,Table_Enemies:acidbeast:name
Acroserpent,,1,Table_Enemies:acroserpent:name
"Add 1 [color=#78bca4]charge[/color] to [color=#ff50ff]Ag' Auzom[/color] and [color=#ff50ff]Ag' Ragna[/color]
[color=#78bca4]+3 charges[/color] when you [color=#ffff50]enter[/color] a new area",,1,Table_Invokes:agara:description_short
